Aleph system no.,Country code,Language code (008),Language code (041),DDC,Personal author,Author_review_status,Author_birth_year,Author_death_year,Author_name_clean,Author_reconciliation_status,Author_Wikidata_label,Author_Wikidata_QID,Corporate author,Title,Title_clean,Edition,Imprint,Series,Subjects,Other personal authors,Other_personal_authors_clean,Other_authors_structure,Other corporate authors,DOM ID,Type,Genre
014871823,|||,eng,,,"GOOD, John Mason.",unchanged,,,John Mason Good,matched,John Mason Good,Q6247081,,"Containing all the author's final corrections and improvements. Third edition, with much additional modern information on Physiology, Practice, Pathology, and the nature of diseases in general. By S. Cooper. [electronic resource]","Containing all the author's final corrections and improvements. Third edition, with much additional modern information on Physiology, Practice, Pathology, and the nature of diseases in general. By S. Cooper.",,"London, 1829.",,,"COOPER, Samuel, Senior Surgeon to University College Hospital.","COOPER, Samuel, Senior Surgeon to University College Hospital.",single or unclear,,lsidyv371c568b -- lsidyv371bcbc3 -- lsidyv371bb9d3 -- lsidyv2c3cf1e8 -- lsidyv371c7c3f,opera,Music
014872018,|||,und,,,"HURLSTONE, Thomas.",unchanged,,,Thomas Hurlstone,matched,Thomas Hurlstone,Q139168026,,"Just in Time: a Comic Opera, in three acts [in prose, with songs], etc. [electronic resource]","Just in Time: a Comic Opera, in three acts [in prose, with songs], etc.",,"London, [1792.]",,,,,,,lsidyv372ad7c3,opera,Music
014872128,|||,pol,,,"KOLBERG, Henryk Oskar.",unchanged,,,Oskar Kolberg,matched,Oskar Kolberg,Q195301,,Chełmskie. Obraz etnograficzny. (Tom. 2. Z materyałów pośmiertnych wydał I. Kopernicki.). [electronic resource],Chełmskie. Obraz etnograficzny. (Tom. 2. Z materyałów pośmiertnych wydał I. Kopernicki.).,,"Kraków, 1890-91.",,,"KOPERNICKI, Izydor.","KOPERNICKI, Izydor.",single or unclear,,lsidyv36fcd803 -- lsidyv36fd6770,opera,Music
014872543,|||,eng,,,"PARISH, Henry Headley.",unchanged,,,Henry Headley Parish,matched,Henry Headley Parish,Q95249912,,"The Diplomatic History of the Monarchy of Greece from ... 1830, showing the transfer to Russia from the mortgage held by British capitalists over its property and revenues. (Appendix.). [electronic resource]","The Diplomatic History of the Monarchy of Greece from ... 1830, showing the transfer to Russia from the mortgage held by British capitalists over its property and revenues. (Appendix.).",,"London, 1838.",,,,,,,lsidyv370bd7b0,opera,Music
014872593,|||,eng,,,"PHILIPPART, John.",unchanged,,,John Philippart,matched,John Philippart,Q6252787,,"The Royal Military Calendar, containing the services of every General Officer, Lieutenant General, and Major General, in the British Army ..., with appendixes, containing accounts of the operations of the army under Lieutenant General Sir John Murray on the Eastern Coast of Spain in 1812-13. [electronic resource]","The Royal Military Calendar, containing the services of every General Officer, Lieutenant General, and Major General, in the British Army ..., with appendixes, containing accounts of the operations of the army under Lieutenant General Sir John Murray on the Eastern Coast of Spain in 1812-13.",,"London, [1815, 16]",,,,,,,lsidyv3dea8bda,opera,Music
014872683,|||,eng,,,"RICHARDSON, John, Major.",unchanged,,,"RICHARDSON, John, Major.",none,,,,"Movements of the British Legion; with strictures on the course of conduct pursued by Lieut.-General Evans. Second edition. To which is added, with new views, a continuation of the operations ... to the close of March 1837. [electronic resource]","Movements of the British Legion; with strictures on the course of conduct pursued by Lieut.-General Evans. Second edition. To which is added, with new views, a continuation of the operations ... to the close of March 1837.",,"London, 1837.",,,"EVANS, George de Lacy, Sir, G.C.B.","EVANS, George de Lacy, Sir, G.C.B.",single or unclear,,lsidyv3710de7e,opera,Music
014873054,|||,ita,,,"VILLARS, Paul.",unchanged,,,Paul Villars,matched,Paul Villars,Q124259672,,"Inghilterra, Scozia e Irlanda. Opera illustrata con 494 incisioni, etc. [electronic resource]","Inghilterra, Scozia e Irlanda. Opera illustrata con 494 incisioni, etc.",,"Milano, 1897.",,,,,,,lsidyv37416f87,opera,Music
014879461,|||,eng,,,"ALLAN, J. T.",unchanged,,,"ALLAN, J. T.",none,,,,Nebraska and the Territories as developed by Railroad Building and Operation. [electronic resource],Nebraska and the Territories as developed by Railroad Building and Operation.,,"Omaha, Neb. : Union Pacific Railway Co., 1882.",,,,,,,lsidyv3034a281,opera,Music
014879496,|||,eng,,,"BATTY, Robert, Lieutenant-Colonel.",unchanged,,,"BATTY, Robert, Lieutenant-Colonel.",none,,,,"An Historical Sketch of the Campaign of 1815, illustrated by plans of the operations, and of the battles of Quatre Bras, Ligny, and Waterloo. Second edition, considerably enlarged. [electronic resource]","An Historical Sketch of the Campaign of 1815, illustrated by plans of the operations, and of the battles of Quatre Bras, Ligny, and Waterloo. Second edition, considerably enlarged.",,"London : Rodwell & Martin, 1820.",,,,,,,lsidyv375571ba,opera,Music
014879624,|||,eng,,,"COOPER, H. Stonehewer.",unchanged,,,"COOPER, H. Stonehewer.",none,,,,"Our New Colony, Fiji, its history, progress and resources. Edited by H. S. Cooper. [electronic resource]","Our New Colony, Fiji, its history, progress and resources. Edited by H. S. Cooper.",,"London : The Mortgage & Agency Co. of Australasia, 1882.",,,,,,,lsidyv3083a1f2,opera,Music
014879778,|||,eng,,,"GOETZE, Adolph.",unchanged,,,"GOETZE, Adolph.",none,,,,The Campaign of 1870-71. Operations of the German Engineers and “Technical Troops” during the Franco-German War of 1870-71. ... Translated from the German by ... G. Graham. ... With ... Maps. [electronic resource],The Campaign of 1870-71. Operations of the German Engineers and “Technical Troops” during the Franco-German War of 1870-71. ... Translated from the German by ... G. Graham. ... With ... Maps.,,"London, 1875.",,,"GRAHAM, George, C.B.","GRAHAM, George, C.B.",single or unclear,,lsidyv316872aa,opera,Music
014879787,|||,eng,,,"GOURGAUD, Gaspard, Baron.",unchanged,,,Gaspard Gourgaud,matched,Gaspard Gourgaud,Q545690,,"The Campaign of 1815; or, a narrative of the military operations which took place in France and Belgium during the Hundred Days, etc. [electronic resource]","The Campaign of 1815; or, a narrative of the military operations which took place in France and Belgium during the Hundred Days, etc.",,"London, 1818.",,,,,,,lsidyv37557aa8,opera,Music
014879839,|||,eng,,,"HELVIG, Hugo von.",unchanged,,,"HELVIG, Hugo von.",none,,,,"The Campaign of 1870-71. Operations of the I. Bavarian Army Corps, under General Von der Tann. Compiled from the Bavarian official records, by ... H. H. ... Translated by ... G. S. Schwabe ... With ... maps. [electronic resource]","The Campaign of 1870-71. Operations of the I. Bavarian Army Corps, under General Von der Tann. Compiled from the Bavarian official records, by ... H. H. ... Translated by ... G. S. Schwabe ... With ... maps.",,"London, 1874.",,,"SCHWABE, George Salis.","SCHWABE, George Salis.",single or unclear,,lsidyv32c647c6 -- lsidyv3167ca07,opera,Music
014880023,|||,eng,,,"MATTHEWES, George.",unchanged,,,"MATTHEWES, George.",unreconciled,,,,"The Last Military Operations of General Riego; also, the manner in which he was betrayed and treated until imprisoned at Madrid: to which is added, a narrative of the sufferings of the author in prison. [electronic resource]","The Last Military Operations of General Riego; also, the manner in which he was betrayed and treated until imprisoned at Madrid: to which is added, a narrative of the sufferings of the author in prison.",,"London : Simpkin & Co., 1824.",,,"RIEGO Y NUÑEZ, Rafael del.","RIEGO Y NUÑEZ, Rafael del.",single or unclear,,lsidyv32cbe1e6,opera,Music
014880068,|||,eng,,,"MUELLER, Wilhelm, Engineer.",unchanged,,,"MUELLER, Wilhelm, Engineer.",unreconciled,,,,Relation of the operations and battles of the Austrian and French armies in ... 1809. With three plans. [electronic resource],Relation of the operations and battles of the Austrian and French armies in ... 1809. With three plans.,,"London, 1810.",,,,,,,lsidyv37551178,opera,Music
014880301,|||,eng,,,"SETON, James Lumsden.",unchanged,,,"SETON, James Lumsden.",none,,,,"Notes on the operations of the North German Troops in Lorraine and Picardy, etc. [electronic resource]","Notes on the operations of the North German Troops in Lorraine and Picardy, etc.",,"London, 1872.",,,,,,,lsidyv32c5c9cf,opera,Music
014880311,|||,eng,,,,missing,,,,blank,,,,"Waterloo letters [electronic resource] : a selection from original and hitherto unpublished letters bearing on the operations of the 16th, 17th, and 18th June 1815 / by officers who served in the campaign ; edited, with explanatory notes, by H.T. Siborne.","Waterloo letters [electronic resource] : a selection from original and hitherto unpublished letters bearing on the operations of the 16th, 17th, and 18th June 1815 / by officers who served in the campaign ; edited, with explanatory notes, by H.T. Siborne.",,"London : Cassell & Co., 1891.",,"Waterloo, Battle of, Waterloo, Belgium, 1815 Persoanl narratives.","Siborne, H. T. (Herbert Taylor)","Siborne, H. T. (Herbert Taylor)",single or unclear,,lsidyv30b6053a,opera,Music
014880386,|||,eng,,,"THURLOW, Edward Hovell, 2nd Baron Thurlow.",unchanged,,,Edward Hovell Thurlow,matched,Edward Hovell Thurlow,Q18528191,,"Moonlight; the Doge's Daughter; Ariadne; Carmen Britannicum, or the Song of Britain; Angelica, or the Rape of Proteus. [Poems.] [electronic resource]","Moonlight; the Doge's Daughter; Ariadne; Carmen Britannicum, or the Song of Britain; Angelica, or the Rape of Proteus. [Poems.]",,"London : White & Co., 1814.",,,,,,,lsidyv307b8d42,song,Music
014880434,|||,eng,,,"WARTENSLEBEN-CAROW, Hermann Ludwig Wilhelm Carl Alexander Friedrich von, Count.",unchanged,,,"WARTENSLEBEN-CAROW, Hermann Ludwig Wilhelm Carl Alexander Friedrich von, Count.",none,,,,"The Campaign of 1870-1871. Operations of the First [German] Army under General von Manteuffel, comprising the period from the capitulation of Metz to the fall of Peronne. Compiled from the official war documents of the head quarters of the First Army ... Translated by Col. C. H. von Wright. With two maps. [electronic resource]","The Campaign of 1870-1871. Operations of the First [German] Army under General von Manteuffel, comprising the period from the capitulation of Metz to the fall of Peronne. Compiled from the official war documents of the head quarters of the First Army ... Translated by Col. C. H. von Wright. With two maps.",,"London, 1873.",,,"WRIGHT, C. H. von, Lieut.-Colonel in the Prussian Army.","WRIGHT, C. H. von, Lieut.-Colonel in the Prussian Army.",single or unclear,,lsidyv31681931,opera,Music
014880435,|||,eng,,,"WARTENSLEBEN-CAROW, Hermann Ludwig Wilhelm Carl Alexander Friedrich von, Count.",unchanged,,,"WARTENSLEBEN-CAROW, Hermann Ludwig Wilhelm Carl Alexander Friedrich von, Count.",none,,,,"The Campaign of 1870-1871. Operations of the South [German] Army in January and February, 1871. Compiled from the Official War Documents of the Head-Quarters of the South Army ... Translated by Colonel C. H. von Wright. [electronic resource]","The Campaign of 1870-1871. Operations of the South [German] Army in January and February, 1871. Compiled from the Official War Documents of the Head-Quarters of the South Army ... Translated by Colonel C. H. von Wright.",,"London, 1872.",,,"WRIGHT, C. H. von, Lieut.-Colonel in the Prussian Army.","WRIGHT, C. H. von, Lieut.-Colonel in the Prussian Army.",single or unclear,,lsidyv30b1b53c,opera,Music
014885083,|||,eng,,,"BAKER, Thomas Turner.",unchanged,,,"BAKER, Thomas Turner.",none,,,,The Recent Operations of the British Forces at Rangoon and Martaban. [With plates.] [electronic resource],The Recent Operations of the British Forces at Rangoon and Martaban. [With plates.],,"London : Thomas Hatchard, 1852.",,,,,,,lsidyv2b18756d,opera,Music
014885103,|||,eng,,,"BERNARD, William Dallas.",unchanged,,,William Dallas Bernard,matched,William Dallas Bernard,Q75408867,,"Narrative of the Voyages and Services of the Nemesis, from 1840 to 1843; and of the combined naval and military operations in China; comprising a complete account of the colony of Hong Kong, and remarks on the character and habits of the Chinese, from notes of Commander W. H. Hall, R.N., with personal observations, by W. D. Bernard. [With plates and maps.] [electronic resource]","Narrative of the Voyages and Services of the Nemesis, from 1840 to 1843; and of the combined naval and military operations in China; comprising a complete account of the colony of Hong Kong, and remarks on the character and habits of the Chinese, from notes of Commander W. H. Hall, R.N., with personal observations, by W. D. Bernard. [With plates and maps.]",,"London : Henry Colburn, 1844.",,,,,,,lsidyv37c8b3a6 -- lsidyv37798963,opera,Music
014885338,|||,eng,,,,missing,,,,blank,,,Germany.,"Letters from Germany and Holland, during the years 1813-14; containing a detailed account of the operations of the British army in those countries, and of the attacks upon Antwerp and Bergen-op-Zoom, by the troops under the command of Gen. Sir. T. Graham, K.B. [electronic resource]","Letters from Germany and Holland, during the years 1813-14; containing a detailed account of the operations of the British army in those countries, and of the attacks upon Antwerp and Bergen-op-Zoom, by the troops under the command of Gen. Sir. T. Graham, K.B.",,"London, 1820.",,,,,,,lsidyv2b16af00,opera,Music
014885534,|||,eng,,,"MACNAGHTEN, Robert Adair.",unchanged,,,"MACNAGHTEN, Robert Adair.",none,,,,"A Memoir of the Military Operations of the Nagpore Subsidiary Force, ... from its first formation in 1816, to the termination of the campaign against the Goands, ... in 1819 together with a short account of the Pindarra hordes. [electronic resource]","A Memoir of the Military Operations of the Nagpore Subsidiary Force, ... from its first formation in 1816, to the termination of the campaign against the Goands, ... in 1819 together with a short account of the Pindarra hordes.",,"Calcutta, 1820.",,,,,,,lsidyv37667ec8,opera,Music
014885561,|||,ita,,,,missing,,,,blank,,,MEXICO. Secretaría de Relaciones Exteriores. [1853- .]. Consulate General in Genoa.,Omaggio a Cristoforo Colombo nel quarto centenario della scoperta dell'America. Consisting mainly of a description of Mexico. [electronic resource],Omaggio a Cristoforo Colombo nel quarto centenario della scoperta dell'America. Consisting mainly of a description of Mexico.,,"Genova, 1892.",,,"Columbus, Christopher.","Columbus, Christopher.",single or unclear,,lsidyv2b169e93,opera,Music
014885583,|||,eng,,,"MOONEY, Thomas.",unchanged,,,"MOONEY, Thomas.",none,,,,"A History of Ireland, from its first settlement to the present time; including a particular account of its literature, music, architecture, and national resources; with ... sketches of its eminent men interspersed with a great number of Irish melodies, etc. [electronic resource]","A History of Ireland, from its first settlement to the present time; including a particular account of its literature, music, architecture, and national resources; with ... sketches of its eminent men interspersed with a great number of Irish melodies, etc.",,"Boston [Mass.], 1846.",,,,,,,lsidyv2b19ee93,melody,Music
014885636,|||,eng,,,,missing,,,,blank,,,Portugal. Exército. Loyal Lusitanian Legion.,"A Narrative of the Campaigns of the Loyal Lusitanian Legion, under Brigadier General Sir Robert Wilson ... [by - Flower? or Sir John Scott Lillie?] With some account of the military operations in Spain and Portugal during the years 1809, 1810 & 1811. [Edited, with an introductory chapter, by William Mayne.] [electronic resource]","A Narrative of the Campaigns of the Loyal Lusitanian Legion, under Brigadier General Sir Robert Wilson ... [by - Flower? or Sir John Scott Lillie?] With some account of the military operations in Spain and Portugal during the years 1809, 1810 & 1811. [Edited, with an introductory chapter, by William Mayne.]",,"London : T. Egerton, 1812.",,,"FLOWER, Captain. -- LILLIE, John Scott, Sir. -- MAYNE, William, Colonel. -- Wilson, Robert, Sir, 1777-1849.","FLOWER, Captain. -- LILLIE, John Scott, Sir. -- MAYNE, William, Colonel. -- Wilson, Robert, Sir, 1777-1849.",multiple: dash,,lsidyv37679304,opera,Music
014891127,|||,ger,,,"CROUSAZ, Adolf Friedrich Johannes von.",unchanged,,,"CROUSAZ, Adolf Friedrich Johannes von.",none,,,,"Kurze Darstellung der preussischen Kriegs-Operationen in den Jahren 1848 u. 49, in Verbindung mit geographischen, militärischen u. a. Erläuterungen zu Lektüre und Unterricht. [electronic resource]","Kurze Darstellung der preussischen Kriegs-Operationen in den Jahren 1848 u. 49, in Verbindung mit geographischen, militärischen u. a. Erläuterungen zu Lektüre und Unterricht.",,"Breslau, 1852.",,,,,,,lsidyv3798c922,opera,Music
014891549,|||,eng,,,"OUCHTERLONY, John.",unchanged,,,"OUCHTERLONY, John.",none,,,,"The Chinese War: an account of all the operations of the British forces, ... to the treaty of Nanking ... With ... illustrations. [electronic resource]","The Chinese War: an account of all the operations of the British forces, ... to the treaty of Nanking ... With ... illustrations.",,"London, 1844.",,,,,,,lsidyv37be098a,opera,Music
014891695,|||,eng,,,"SIMCOE, John Graves.",unchanged,,,"SIMCOE, John Graves.",unreconciled,,,,[A Journal of the operations of the Queen's Rangers from the end of ... 1777 to the conclusion of the late American War. L.P.] [electronic resource],[A Journal of the operations of the Queen's Rangers from the end of ... 1777 to the conclusion of the late American War. L.P.],"[Another edition.] Simcoe's Military Journal. A history of the operations of a partizan Corps, called the Queen's Rangers, commanded by Lieut. Col. J. G. Simcoe during the War of the American Revolution ... Now first published, with a Memoir of the author and other additions.","New York, 1844.",,,,,,,lsidyv37bf5f8c,opera,Music
014896093,|||,lat,,,"BOČEK, Antonín.",unchanged,,,"BOČEK, Antonín.",none,,,,"Codex diplomaticus et epistolaris Moraviae. Studio et opera Antonii Boczek. (tom. 5 edidit Josefus Chytil.-Bd. 6, Bd. 7. Abt. 1, 2. herausgegeben von P. Ritter von Chlumecky und redigirt von Joseph Chytil.-Bd. 7. Abt. 3: Bd. 10-13 herausgegeben von Vincenz Brandl.-Bd. 14, 15 herausgegeben von Berthold Bretholz.) tom. 1-5. Bd. 6-15. [electronic resource]","Codex diplomaticus et epistolaris Moraviae. Studio et opera Antonii Boczek. (tom. 5 edidit Josefus Chytil.-Bd. 6, Bd. 7. Abt. 1, 2. herausgegeben von P. Ritter von Chlumecky und redigirt von Joseph Chytil.-Bd. 7. Abt. 3: Bd. 10-13 herausgegeben von Vincenz Brandl.-Bd. 14, 15 herausgegeben von Berthold Bretholz.) tom. 1-5. Bd. 6-15.",,"Olomucci, 1836-1903.",,,"BRANDL, Vincenc. -- BRETHOLZ, Bertold. -- CHLUMECKÝ, Peter von. -- Chytil, Josef.","BRANDL, Vincenc. -- BRETHOLZ, Bertold. -- CHLUMECKÝ, Peter von. -- Chytil, Josef.",multiple: dash,MORAVIA. Sněm. Zemský Výbor Markrabství Moravského.,lsidyv3811d2af -- lsidyv3811dc30 -- lsidyv37f7b72a -- lsidyv3812190e -- lsidyv38120ced -- lsidyv3e4afdaf -- lsidyv3811c944 -- lsidyv2cb8aab6,opera,Music
014896306,|||,lat,,,"ERBEN, Karel Jaromír.",unchanged,,,Karel Jaromír Erben,matched,Karel Jaromír Erben,Q352914,,"Regesta diplomatica nec non epistolaria Bohemiae et Moraviae Pars 1. ... opera Caroli J. Erben (Pars 2-4, opera Josephi Emler). [electronic resource]","Regesta diplomatica nec non epistolaria Bohemiae et Moraviae Pars 1. ... opera Caroli J. Erben (Pars 2-4, opera Josephi Emler).",,"Pragae, 1855-92.",,,"EMLER, Josef.","EMLER, Josef.",single or unclear,,lsidyv37ee3da7,opera,Music
014896691,|||,eng,,,,missing,,,,blank,,,Colonial Society (LONDON),Report of the East India Committee of the Colonial Society on the causes and consequences of the Military operations in China. [electronic resource],Report of the East India Committee of the Colonial Society on the causes and consequences of the Military operations in China.,,"London : James Maynard, 1843.",,,,,,,lsidyv37c80078,opera,Music
014896704,|||,eng,,,"MACKINNON, Lauchlan Bellingham.",unchanged,,,Lauchlan Bellingham Mackinnon,matched,Lauchlan Bellingham Mackinnon,Q17721888,,Steam Warfare in the Parana: a narrative of operations by the combined squadrons of England and France. [electronic resource],Steam Warfare in the Parana: a narrative of operations by the combined squadrons of England and France.,,"London, 1848.",,,,,,,lsidyv37c92163 -- lsidyv37c928ca,opera,Music
014896824,|||,ger,,,"O'ETZEL, F. A.",unchanged,,,"O'ETZEL, F. A.",unreconciled,,,,"Die Operationen gegen die Russen und Schweden im Jahre 1758 und die zweitägige Schlacht bei Zorndorf, etc. [electronic resource]","Die Operationen gegen die Russen und Schweden im Jahre 1758 und die zweitägige Schlacht bei Zorndorf, etc.",,"Berlin, 1858.",,,,,,,lsidyv37f1d6ec,opera,Music
014905281,|||,eng,,,"IZARD, George, Major-General in the Service of the United States.",unchanged,,,"IZARD, George, Major-General in the Service of the United States.",none,,,,"Official correspondence with the Department of War, relative to the military operations of the American Army under the command of Major-General Izard on the northern frontier of the United States, in the years 1814 and 1815. [electronic resource]","Official correspondence with the Department of War, relative to the military operations of the American Army under the command of Major-General Izard on the northern frontier of the United States, in the years 1814 and 1815.",,"Philadelphia, 1816.",,,,,,,lsidyv3821a4a5,opera,Music
014905352,|||,lat,,,"MASSA, Simon.",unchanged,,,"MASSA, Simon.",unreconciled,,,,"Chronicon Fuchsio-Lupino-Oltardinum, sive annales Hungarici et Transsilvanici, opera et studio ... S. Massæ et M. Fuchsii ... nec non C. Lupini et J. Oltard ... concinnati, quibus ex lucubrationibus A. Gunesch ... aliisque manuscriptis fide dignis quædam adjecit J. Ziegler. Edidit J. Transch. [electronic resource]","Chronicon Fuchsio-Lupino-Oltardinum, sive annales Hungarici et Transsilvanici, opera et studio ... S. Massæ et M. Fuchsii ... nec non C. Lupini et J. Oltard ... concinnati, quibus ex lucubrationibus A. Gunesch ... aliisque manuscriptis fide dignis quædam adjecit J. Ziegler. Edidit J. Transch.",,"Coroniæ, 1847.",,,"FUCHS, Marcus. -- GUNESCH, Andreas. -- LUPINUS, Christianus. -- OLTARD, Joannes. -- TRAUSCH, Joseph Franz. -- ZIEGLER, Joannes, Pastor Neovillensis.","FUCHS, Marcus. -- GUNESCH, Andreas. -- LUPINUS, Christianus. -- OLTARD, Joannes. -- TRAUSCH, Joseph Franz. -- ZIEGLER, Joannes, Pastor Neovillensis.",multiple: dash,,lsidyv382725d3,opera,Music
014905376,|||,ger,,,"N., H. v., Kaiserl. Russischer Obrist.",unchanged,,,"N., H. v., Kaiserl. Russischer Obrist.",none,,,,"Ein Oesterreichischer Commentar zu der Russischen Darstellung des ungarischen Revolutionskrieges. (Uber das ... Werk des k. Russischen Obersten H. v. N. “Uber die Kriegsoperationen der russischen Truppen gegen die ungarischen Rebellen im Jahr 1849.”) Zugleich ein Supplement zu dem Werke, ... Der Feldzug in Ungarn und Siebenbürgen.” 1849. [By Baron W. Ramming von Reid-Kirch.] [electronic resource]","Ein Oesterreichischer Commentar zu der Russischen Darstellung des ungarischen Revolutionskrieges. (Uber das ... Werk des k. Russischen Obersten H. v. N. “Uber die Kriegsoperationen der russischen Truppen gegen die ungarischen Rebellen im Jahr 1849.”) Zugleich ein Supplement zu dem Werke, ... Der Feldzug in Ungarn und Siebenbürgen.” 1849. [By Baron W. Ramming von Reid-Kirch.]",,"Pesth, 1851.",,,"RAMMING, Wilhelm, Baron von Riedkirchen.","RAMMING, Wilhelm, Baron von Riedkirchen.",single or unclear,,lsidyv38264804,opera,Music
014912183,|||,und,,,"Ashton, John, b. 1834.",manual review,1834,1911,"Ashton, John, 1834-1911",none,,,,Real Sailor-Songs. Collected and edited by J. Ashton. Two hundred illustrations. [Reproductions of broadsheets.] [electronic resource],Real Sailor-Songs. Collected and edited by J. Ashton. Two hundred illustrations. [Reproductions of broadsheets.],,"London : Leadenhall Press, 1891.",,,,,,,lsidyv3832db5a,song,Music
014912198,|||,und,,,"BATE, Henry, Rev., afterwards DUDLEY (Sir Henry Bate) Rev., Bart.",unchanged,,,"BATE, Henry, Rev., afterwards DUDLEY (Sir Henry Bate) Rev., Bart.",unreconciled,,,,"[The Flitch of Bacon; a comic opera, in two acts.] [electronic resource]","[The Flitch of Bacon; a comic opera, in two acts.]",A new edition.,"London : T. Evans, 1780.",,,,,,,lsidyv3830b33f,opera,Music
014912204,|||,und,,,"BEAZLEY, Samuel.",unchanged,,,"BEAZLEY, Samuel.",none,,,,Is He Jealous? An operetta in one act. [electronic resource],Is He Jealous? An operetta in one act.,,"London : John Miller, 1816.",,,,,,,lsidyv38307ea8,opera,Music
014912218,enk,eng,,,"Bloomfield, Robert, 1766-1823.",standardised,1766,1823,Robert Bloomfield,matched,Robert Bloomfield,Q3434598,,"[Rural tales, ballads, and songs.] [electronic resource]","[Rural tales, ballads, and songs.]",[Another edition.],,,,,,,,lsidyv383358bb,song,Music
014912230,|||,und,,,"Bottarelli, Giovan Gualberto.",unchanged,,,Giovan Gualberto Bottarelli,matched,Giovan Gualberto Bottarelli,Q55948482,,"[Il Cid, an opera ... The translation by Bottarelli, jun., etc. [In verse.] Ital. & Eng.] [electronic resource]","[Il Cid, an opera ... The translation by Bottarelli, jun., etc. [In verse.] Ital. & Eng.]",Seconda edizione. Ital. & Eng.,"Londra : W. Griffin, 1773.",,,"BOTTARELLI, Ferdinando.","BOTTARELLI, Ferdinando.",single or unclear,,lsidyv3830da00,opera,Music
014912253,|||,und,,,"C., J.",unchanged,,,"C., J.",none,,,,"Love in the East; or, Adventures of twelve hours. A comic opera in three acts. Written by the author of the Strangers at Home, etc. [The dedication signed: J. C., i.e. James Cobb.] [electronic resource]","Love in the East; or, Adventures of twelve hours. A comic opera in three acts. Written by the author of the Strangers at Home, etc. [The dedication signed: J. C., i.e. James Cobb.]",,"London : W. Lowndes, 1788.",,,"Cobb, James.","Cobb, James.",single or unclear,,lsidyv3830e90d,opera,Music
014912261,|||,und,,,,missing,,,,blank,,,,"Songs, Duets, Trios, Chorusses, &c. in the Cherokee, an opera [by James Cobb], etc. [electronic resource]","Songs, Duets, Trios, Chorusses, &c. in the Cherokee, an opera [by James Cobb], etc.",,"London : E. Cox, 1794.",,,"Cobb, James.","Cobb, James.",single or unclear,,lsidyv3830ec73,opera,Music
014912262,|||,und,,,"Cherry, A. (Andrew), 1762-1812.",standardised,1762,1812,Andrea Carlo Cappi,matched,Andrea Carlo Cappi,Q3615575,,"Peter the Great: or, the Wooden walls. An operatic drama, in three acts. [electronic resource]","Peter the Great: or, the Wooden walls. An operatic drama, in three acts.",,"London : Richard Phillips, 1807.",,,,,,,lsidyv3830e3bc,opera,Music
014912264,|||,und,,,"Cherry, A. (Andrew), 1762-1812.",standardised,1762,1812,Andrea Carlo Cappi,matched,Andrea Carlo Cappi,Q3615575,,"Spanish Dollars! or, The Priest of the parish. An operatic sketch ... The music by J. Davy. [electronic resource]","Spanish Dollars! or, The Priest of the parish. An operatic sketch ... The music by J. Davy.",,"London : Barker & Son, 1806.",,,,,,,lsidyv3830dd4e,opera,Music
014912265,|||,und,,,"Cherry, A. (Andrew), 1762-1812.",standardised,1762,1812,Andrea Carlo Cappi,matched,Andrea Carlo Cappi,Q3615575,,"The Travellers; or, Music's fascination: an operatic drama, in five acts, etc. [electronic resource]","The Travellers; or, Music's fascination: an operatic drama, in five acts, etc.",,"London : Richard Phillips, 1806.",,,,,,,lsidyv3830e0c2,opera,Music
014912277,|||,und,,,"Cobb, James.",unchanged,,,"Cobb, James.",none,,,,"Ramah Droog; a comic opera, in three acts. [electronic resource]","Ramah Droog; a comic opera, in three acts.",,"London, 1800.",,,,,,,lsidyv3830eded,opera,Music
014912278,|||,und,,,"Cobb, James.",unchanged,,,"Cobb, James.",none,,,,"The Strangers at Home; a comic opera, in three acts. [electronic resource]","The Strangers at Home; a comic opera, in three acts.",,"London : Harrison & Co., 1786.",,,,,,,lsidyv3830e5b1,opera,Music
014912313,|||,und,,,"DUVARD, Primogene.",unchanged,,,"DUVARD, Primogene.",unreconciled,,,,Poems and Hymns on Scripture subjects. [electronic resource],Poems and Hymns on Scripture subjects.,,"Sittingbourne, 1864.",,,,,,,lsidyv38339662,hymn,Music
014912328,|||,und,,,,missing,,,,blank,,,,"La Buona Figliuola; a comic opera. [By C. Goldoni.] ... Altered by G. G. Bottarelli, etc. Ital. & Eng. [electronic resource]","La Buona Figliuola; a comic opera. [By C. Goldoni.] ... Altered by G. G. Bottarelli, etc. Ital. & Eng.",,"London : W. Griffin, [1770?].",,,"Bottarelli, Giovan Gualberto. -- Goldoni, Carlo, 1707-1793.","Bottarelli, Giovan Gualberto. -- Goldoni, Carlo, 1707-1793.",multiple: dash,,lsidyv3830db71,opera,Music
014912350,|||,ger,,,,missing,,,,blank,,,Germany. Heer.,"Die Operationen des achten deutschen Bundes-Corps im Feldzuge des Jahres 1866. Nach authentischen Quellen dargestellt, etc. [electronic resource]","Die Operationen des achten deutschen Bundes-Corps im Feldzuge des Jahres 1866. Nach authentischen Quellen dargestellt, etc.",,"Leipzig, 1868 (Darmstadt [printed])",,,,,,,lsidyv383c8817 -- lsidyv383c8ced,opera,Music
