Aleph system no.,Country code,Language code (008),Language code (041),Imprint,Imprint_clean,Publisher_clean,Publisher_role,Publication_place_final,Place_QA_status,Wikidata_QID_manual_sample,Year_end,Year_start,Year_status,Publication_year,DOM ID
14616910,|||,und,,"London : Aubert’s Steam Printing Works, [1870?].","London : Aubert’s Steam Printing Works, [1870?].",Aubert’s Steam Printing Works,Named publisher or ambiguous,London,Likely clean single place,Q84,,1870,Uncertain,1870,lsidyv34ebaeba
14616912,|||,und,,"Melbourne : R. M. Abbott & Co., [1865.].","Melbourne : R. M. Abbott & Co., [1865.].",R. M. Abbott & Co.,Named publisher or ambiguous,Melbourne,Likely clean single place,,,1865,Supplied,1865,lsidyv349909b7
14616917,|||,und,,"London, [1835?]","London, [1835?]",,Missing,London,Likely clean single place,Q84,,1835,Uncertain,1835,lsidyv3493c28e
14616935,|||,und,,"London : Lang Nei, & Co., 1892.","London : Lang Nei, & Co., 1892.","Lang Nei, & Co.",Named publisher or ambiguous,London,Likely clean single place,Q84,,1892,Exact,1892,lsidyv3472c754
14616937,enk,eng,,"London : R. Tuck & Sons, [1890]","London : R. Tuck & Sons, [1890]",R. Tuck & Sons,Named publisher or ambiguous,London,Likely clean single place,Q84,,1890,Supplied,1890,lsidyv34727107
14616950,|||,und,,"London : J. Barker, 1813.","London : J. Barker, 1813.",J. Barker,Named publisher or ambiguous,London,Likely clean single place,Q84,,1813,Exact,1813,lsidyv3493cb46
14616952,|||,und,,"London, [1865.]","London, [1865.]",,Missing,London,Likely clean single place,Q84,,1865,Supplied,1865,lsidyv349910ee
14616955,|||,und,,"London : W. Reynolds, [1826.].","London : W. Reynolds, [1826.].",W. Reynolds,Named publisher or ambiguous,London,Likely clean single place,Q84,,1826,Supplied,1826,lsidyv3493cc27
14616959,|||,und,,"[London,], 1793.","[London, ], 1793.",,Missing,London,Likely clean single place,Q84,,1793,Exact,1793,lsidyv3493eef7
14616971,|||,und,,"London : R. Cocks & Co., [1856?].","London : R. Cocks & Co., [1856?].",R. Cocks & Co.,Named publisher or ambiguous,London,Likely clean single place,Q84,,1856,Uncertain,1856,lsidyv3492e07c
14616979,|||,und,,"London, 1824.","London, 1824.",,Missing,London,Likely clean single place,Q84,,1824,Exact,1824,lsidyv34ec23f2
14616984,|||,und,,"Leeds : Pinder & Howes, [1883.]","Leeds : Pinder & Howes, [1883.]",Pinder & Howes,Named publisher or ambiguous,Leeds,Likely clean single place,Q39121,,1883,Supplied,1883,lsidyv3459ca17
14616986,|||,und,,"London, 1820.","London, 1820.",,Missing,London,Likely clean single place,Q84,,1820,Exact,1820,lsidyv3493ce49
14616988,|||,und,,"London, 1806.","London, 1806.",,Missing,London,Likely clean single place,Q84,,1806,Exact,1806,lsidyv3493d077
14616990,|||,und,,"London, 1814.","London, 1814.",,Missing,London,Likely clean single place,Q84,,1814,Exact,1814,lsidyv3493d164
14617003,|||,und,,"Brentford : P. Norbury, 1829.","Brentford : P. Norbury, 1829.",P. Norbury,Named publisher or ambiguous,Brentford,Likely clean single place,,,1829,Exact,1829,lsidyv3493d63b
14617011,|||,und,,"Chicago : M. Witmark & Sons, 1899.","Chicago : M. Witmark & Sons, 1899.",M. Witmark & Sons,Named publisher or ambiguous,Chicago,Likely clean single place,,,1899,Exact,1899,lsidyv34ec7b9c
14617017,|||,und,,"London : Williams & Son, [1880?].","London : Williams & Son, [1880?].",Williams & Son,Named publisher or ambiguous,London,Likely clean single place,Q84,,1880,Uncertain,1880,lsidyv34ebb2eb
14617021,|||,und,,"pp. 48. McCorquodale & Co.: Leeds, 1890.","pp. 48. McCorquodale & Co. : Leeds, 1890.",Leeds,Named publisher or ambiguous,pp. 48. McCorquodale & Co.,Multiple places,,,1890,Exact,1890,lsidyv34729a5e
14617022,|||,und,,"London : T. Rodd, 1822.","London : T. Rodd, 1822.",T. Rodd,Named publisher or ambiguous,London,Likely clean single place,Q84,,1822,Exact,1822,lsidyv3493d764
14617031,|||,und,,"Worksop : Printed for the Author, 1867.","Worksop : Printed for the Author, 1867.",Printed for the Author,Printer statement,Worksop,Likely clean single place,,,1867,Exact,1867,lsidyv349c77c2
14617043,|||,und,,"Bournemouth : T. J. Powell, 1889.","Bournemouth : T. J. Powell, 1889.",T. J. Powell,Named publisher or ambiguous,Bournemouth,Likely clean single place,,,1889,Exact,1889,lsidyv3472e934
14617044,|||,und,,"pp. 56. J. W. Arrowsmith: Bristol, 1894.","pp. 56. J. W. Arrowsmith : Bristol, 1894.",Bristol,Named publisher or ambiguous,pp. 56. J. W. Arrowsmith,Likely clean single place,,,1894,Exact,1894,lsidyv34771d35
14617048,|||,und,,"pp. 30. Partridge & Co.: London, [1894.]","pp. 30. Partridge & Co. : London, [1894.]",London,Named publisher or ambiguous,pp. 30. Partridge & Co.,Multiple places,,,1894,Supplied,1894,lsidyv3495b243
14617054,|||,und,,"pp. viii. 61. W. Blackwood & Sons: Edinburgh, 1895.","pp. viii. 61. W. Blackwood & Sons : Edinburgh, 1895.",Edinburgh,Named publisher or ambiguous,pp. viii. 61. W. Blackwood & Sons,Multiple places,,,1895,Exact,1895,lsidyv34954c9d
14617058,|||,und,,"London, 1817.","London, 1817.",,Missing,London,Likely clean single place,Q84,,1817,Exact,1817,lsidyv34ec350b
14617063,|||,und,,"London; Nuremberg : E. Nister, [1888]","London; Nuremberg : E. Nister, [1888]",E. Nister,Named publisher or ambiguous,London; Nuremberg,Multiple places,,,1888,Supplied,1888,lsidyv3475812b
14617074,|||,und,,"Hildesheimer & Faulkner: London; Germany [printed, 1892].","Hildesheimer & Faulkner : London; Germany [printed, 1892].",London; Germany [printed,Printer statement,Hildesheimer & Faulkner,Multiple places,,,1892,Exact,1892,lsidyv3472709e
14617082,|||,und,,"London: William Andrews & Co., 1898 [1897].","London : William Andrews & Co., 1898 [1897].",William Andrews & Co.,Named publisher or ambiguous,London,Likely clean single place,Q84,,1898,Supplied,1897,lsidyv347102af
14617088,|||,und,,"pp. 88. Digby, Long & Co.: London, [1895.]","pp. 88. Digby, Long & Co. : London, [1895.]",London,Named publisher or ambiguous,"pp. 88. Digby, Long & Co.",Multiple places,,,1895,Supplied,1895,lsidyv347765fb
14617092,|||,und,,"London : Boosey & Co., [1893.].","London : Boosey & Co., [1893.].",Boosey & Co.,Named publisher or ambiguous,London,Likely clean single place,Q84,,1893,Supplied,1893,lsidyv34ebca49
14617095,|||,und,,"London : Boosey & Co., [1893.].","London : Boosey & Co., [1893.].",Boosey & Co.,Named publisher or ambiguous,London,Likely clean single place,Q84,,1893,Supplied,1893,lsidyv34ebcba2
14617097,|||,und,,"pp. 62. A. Constable & Co.: London, 1900.","pp. 62. A. Constable & Co. : London, 1900.",London,Named publisher or ambiguous,pp. 62. A. Constable & Co.,Multiple places,,,1900,Exact,1900,lsidyv3477e3e9
14617101,|||,und,,"London : Chappell & Co., [1891.].","London : Chappell & Co., [1891.].",Chappell & Co.,Named publisher or ambiguous,London,Likely clean single place,Q84,,1891,Supplied,1891,lsidyv34ebc3a4
14617109,|||,und,,"London, 1816.","London, 1816.",,Missing,London,Likely clean single place,Q84,,1816,Exact,1816,lsidyv34ec3931
14617123,|||,und,,"Glasgow : William Hodge & Co., 1893.","Glasgow : William Hodge & Co., 1893.",William Hodge & Co.,Named publisher or ambiguous,Glasgow,Likely clean single place,Q4093,,1893,Exact,1893,lsidyv3494eda4
14617124,|||,und,,"pp. viii. 56. [The Author:] Edinburgh, 1897.","pp. viii. 56. [The Author : ] Edinburgh, 1897.",The Author,Author/self-publication statement,Edinburgh,Likely clean single place,Q23436,,1897,Exact,1897,lsidyv3494b9aa
14617126,|||,und,,"London, 1814.","London, 1814.",,Missing,London,Likely clean single place,Q84,,1814,Exact,1814,lsidyv34700f9b
14617134,|||,und,,"Cape Town : G. Beresford Henry, 1893.","Cape Town : G. Beresford Henry, 1893.",G. Beresford Henry,Named publisher or ambiguous,Cape Town,Likely clean single place,,,1893,Exact,1893,lsidyv34ebb840
14617136,|||,und,,"pp. x. 102. E. Stock: London, 1896.","pp. x. 102. E. Stock : London, 1896.",London,Named publisher or ambiguous,pp. x. 102. E. Stock,Likely clean single place,,,1896,Exact,1896,lsidyv34985e37
14617138,|||,und,,"London, 1810.","London, 1810.",,Missing,London,Likely clean single place,Q84,,1810,Exact,1810,lsidyv34ec47f4
14617149,|||,und,,"London : R. Cocks & Co., [1898.].","London : R. Cocks & Co., [1898.].",R. Cocks & Co.,Named publisher or ambiguous,London,Likely clean single place,Q84,,1898,Supplied,1898,lsidyv34ec769b
14617151,|||,und,,"[London, 1775?]","[London, 1775?]",,Missing,London,Likely clean single place,Q84,,1775,Uncertain,1775,lsidyv3493e318
14617152,|||,und,,"London, 1817.","London, 1817.",,Missing,London,Likely clean single place,Q84,,1817,Exact,1817,lsidyv34ec49e6
14617181,|||,und,,"London, [1871.]","London, [1871.]",,Missing,London,Likely clean single place,Q84,,1871,Supplied,1871,lsidyv3473447e
14617182,|||,und,,"New York, Cambridge [Mass. printed, 1871.]","New York, Cambridge [Mass. printed, 1871.]",,Missing,"New York, Cambridge [Mass.",Review: comma-separated,,,1871,Exact,1871,lsidyv347630be
14617186,|||,und,,"Liverpool : Lee & Nightingale, [1896.].","Liverpool : Lee & Nightingale, [1896.].",Lee & Nightingale,Named publisher or ambiguous,Liverpool,Likely clean single place,,,1896,Supplied,1896,lsidyv3503015a
14617189,|||,und,,"London : D. Nutt, 1899.","London : D. Nutt, 1899.",D. Nutt,Named publisher or ambiguous,London,Likely clean single place,Q84,,1899,Exact,1899,lsidyv34ebd311
14617190,|||,und,,"London, 1877.","London, 1877.",,Missing,London,Likely clean single place,Q84,,1877,Exact,1877,lsidyv34eb9f33
14617198,|||,und,,"Sherborne, [1890.]","Sherborne, [1890.]",,Missing,Sherborne,Likely clean single place,,,1890,Supplied,1890,lsidyv349b8d28
14617199,|||,und,,"London, 1810.","London, 1810.",,Missing,London,Likely clean single place,Q84,,1810,Exact,1810,lsidyv34ec4be4
14617202,|||,und,,"Lancaster : Eaton & Bulfield, [1887.].","Lancaster : Eaton & Bulfield, [1887.].",Eaton & Bulfield,Named publisher or ambiguous,Lancaster,Likely clean single place,,,1887,Supplied,1887,lsidyv3492ec81
14617205,|||,und,,"pp. 52. R. B. Johnson: London, 1900.","pp. 52. R. B. Johnson : London, 1900.",London,Named publisher or ambiguous,pp. 52. R. B. Johnson,Likely clean single place,,,1900,Exact,1900,lsidyv34792943
14617209,|||,und,,"London : T. & R. Hughes, 1808.","London : T. & R. Hughes, 1808.",T. & R. Hughes,Named publisher or ambiguous,London,Likely clean single place,Q84,,1808,Exact,1808,lsidyv3493835c
14617213,|||,und,,"pp. 21. Elliot Stock: London, 1900.","pp. 21. Elliot Stock : London, 1900.",London,Named publisher or ambiguous,pp. 21. Elliot Stock,Likely clean single place,,,1900,Exact,1900,lsidyv347915f1
14622758,|||,und,,"Diss, [1887.]","Diss, [1887.]",,Missing,Diss,Likely clean single place,,,1887,Supplied,1887,lsidyv3943276d
14622782,|||,eng,,"Scarborough : John Cole, 1829.","Scarborough : John Cole, 1829.",John Cole,Named publisher or ambiguous,Scarborough,Likely clean single place,,,1829,Exact,1829,lsidyv393cfa4a
14622985,|||,und,,"London : Smith, etc., [1681.].","London : Smith, etc., [1681.].","Smith, etc.",Named publisher or ambiguous,London,Likely clean single place,Q84,,1681,Supplied,1681,lsidyv39434d9f
14622986,|||,und,,"pp. lvii. Simpkin, Marshall & Co.: London, [1888.]","pp. lvii. Simpkin, Marshall & Co. : London, [1888.]",London,Named publisher or ambiguous,"pp. lvii. Simpkin, Marshall & Co.",Multiple places,,,1888,Supplied,1888,lsidyv39444fdc
14622995,|||,und,,"London, [1820?]","London, [1820?]",,Missing,London,Likely clean single place,Q84,,1820,Uncertain,1820,lsidyv39431f5a
14628746,|||,und,,"London : Dunlop & Co., [1893.].","London : Dunlop & Co., [1893.].",Dunlop & Co.,Named publisher or ambiguous,London,Likely clean single place,Q84,,1893,Supplied,1893,lsidyv318c40c9
14628749,|||,und,,"London : W. S. Johnson, 1856.","London : W. S. Johnson, 1856.",W. S. Johnson,Named publisher or ambiguous,London,Likely clean single place,Q84,,1856,Exact,1856,lsidyv3992bf9f
14628752,|||,und,,"London : W. Bates, [1788.].","London : W. Bates, [1788.].",W. Bates,Named publisher or ambiguous,London,Likely clean single place,Q84,,1788,Supplied,1788,lsidyv317b6f2e
14628753,|||,und,,"London : J. Griffith, [1788.].","London : J. Griffith, [1788.].",J. Griffith,Named publisher or ambiguous,London,Likely clean single place,Q84,,1788,Supplied,1788,lsidyv3953126a
14628767,|||,und,,"London : R. Cocks & Co., [1892.].","London : R. Cocks & Co., [1892.].",R. Cocks & Co.,Named publisher or ambiguous,London,Likely clean single place,Q84,,1892,Supplied,1892,lsidyv31894304
14628774,|||,und,,"pp. 31. S. Harper & Sons: Barnstaple, 1899.","pp. 31. S. Harper & Sons : Barnstaple, 1899.",Barnstaple,Named publisher or ambiguous,pp. 31. S. Harper & Sons,Multiple places,,,1899,Exact,1899,lsidyv319db329
14628775,|||,und,,"London : Boosey & Co., [1890.].","London : Boosey & Co., [1890.].",Boosey & Co.,Named publisher or ambiguous,London,Likely clean single place,Q84,,1890,Supplied,1890,lsidyv318490a1
14628780,|||,und,,"London : J. Griffith, [1787?].","London : J. Griffith, [1787?].",J. Griffith,Named publisher or ambiguous,London,Likely clean single place,Q84,,1787,Uncertain,1787,lsidyv31a92fc6
14628793,|||,und,,[1896.],[1896.],,Missing,,Missing,,,1896,Supplied,1896,lsidyv3985e829
14628797,|||,und,,"Stroud : John White, [1893.].","Stroud : John White, [1893.].",John White,Named publisher or ambiguous,Stroud,Likely clean single place,,,1893,Supplied,1893,lsidyv318e28ab
14628805,|||,und,,"London : Doremi & Co., [1894.].","London : Doremi & Co., [1894.].",Doremi & Co.,Named publisher or ambiguous,London,Likely clean single place,Q84,,1894,Supplied,1894,lsidyv32cb76c6
14628806,|||,und,,"London : Griffith, Farran & Co., 1889.","London : Griffith, Farran & Co., 1889.","Griffith, Farran & Co.",Named publisher or ambiguous,London,Likely clean single place,Q84,,1889,Exact,1889,lsidyv30666d48
14628807,|||,und,,"London, 1817.","London, 1817.",,Missing,London,Likely clean single place,Q84,,1817,Exact,1817,lsidyv398469fc
14628831,|||,und,,"London, [1848?]","London, [1848?]",,Missing,London,Likely clean single place,Q84,,1848,Uncertain,1848,lsidyv39910bf1
14628834,|||,und,,"London : Hopwood & Crew, [1895.].","London : Hopwood & Crew, [1895.].",Hopwood & Crew,Named publisher or ambiguous,London,Likely clean single place,Q84,,1895,Supplied,1895,lsidyv398569ea
14628845,|||,und,,"London : Gay & Bird, 1899.","London : Gay & Bird, 1899.",Gay & Bird,Named publisher or ambiguous,London,Likely clean single place,Q84,,1899,Exact,1899,lsidyv31863666
14628847,|||,und,,"London : Labour Association, [1898.].","London : Labour Association, [1898.].",Labour Association,Named publisher or ambiguous,London,Likely clean single place,Q84,,1898,Supplied,1898,lsidyv3186c363
14628860,|||,und,,"London, 1778.","London, 1778.",,Missing,London,Likely clean single place,Q84,,1778,Exact,1778,lsidyv3962b0ea
14628861,|||,und,,"London : Griffith & Farran, [1883.].","London : Griffith & Farran, [1883.].",Griffith & Farran,Named publisher or ambiguous,London,Likely clean single place,Q84,,1883,Supplied,1883,lsidyv3071dfd7
14628867,|||,und,,"London : Boosey & Co., 1896.","London : Boosey & Co., 1896.",Boosey & Co.,Named publisher or ambiguous,London,Likely clean single place,Q84,,1896,Exact,1896,lsidyv39865705
14628874,|||,und,,"London : J. Cawthorn; James Cawthorn, 1808.","London : J. Cawthorn; James Cawthorn, 1808.",J. Cawthorn; James Cawthorn,Named publisher or ambiguous,London,Likely clean single place,Q84,,1808,Exact,1808,lsidyv39528128
14628879,|||,und,,"Rugby : G. E. Over, 1896.","Rugby : G. E. Over, 1896.",G. E. Over,Named publisher or ambiguous,Rugby,Likely clean single place,,,1896,Exact,1896,lsidyv39869f08
14628881,|||,und,,"pp. 40. Hodder & Stoughton: London, [1900.]","pp. 40. Hodder & Stoughton : London, [1900.]",London,Named publisher or ambiguous,pp. 40. Hodder & Stoughton,Multiple places,,,1900,Supplied,1900,lsidyv31a89ce9
14628887,br,eng,,"Rangoon, [1874]","Rangoon, [1874]",,Missing,Rangoon,Likely clean single place,,,1874,Supplied,1874,lsidyv398f1885
14628893,|||,und,,"pp. x. 61. W. Blackwood & Sons: Edinburgh & London, 1900.","pp. x. 61. W. Blackwood & Sons : Edinburgh & London, 1900.",Edinburgh & London,Named publisher or ambiguous,pp. x. 61. W. Blackwood & Sons,Multiple places,,,1900,Exact,1900,lsidyv3146deda
14628913,|||,und,,"London : O. Hodgson, [1838.].","London : O. Hodgson, [1838.].",O. Hodgson,Named publisher or ambiguous,London,Likely clean single place,Q84,,1838,Supplied,1838,lsidyv3964014f
14628923,|||,und,,"London : J. & R. Tonson, 1763.","London : J. & R. Tonson, 1763.",J. & R. Tonson,Named publisher or ambiguous,London,Likely clean single place,Q84,,1763,Exact,1763,lsidyv30814914
14628925,|||,und,,[1896.],[1896.],,Missing,,Missing,,,1896,Supplied,1896,lsidyv3986d277
14628926,enk,eng,,"[Middlesbrough] : Printed by Jordison & Co., Ld. ... , 1893.","[Middlesbrough] : Printed by Jordison & Co., Ld...., 1893.","Printed by Jordison & Co., Ld....",Printer statement,Middlesbrough],Likely clean single place,,,1893,Exact,1893,lsidyv318eee87
14628927,enk,eng,,"[Middlesbrough] : Printed by Jordison & Co., Ld., Middlesbrough ... , 1894.","[Middlesbrough] : Printed by Jordison & Co., Ld., Middlesbrough..., 1894.","Printed by Jordison & Co., Ld., Middlesbrough...",Printer statement,Middlesbrough],Likely clean single place,,,1894,Exact,1894,lsidyv31921bdd
14628937,|||,und,,"[London, 1885.]","[London, 1885.]",,Missing,London,Likely clean single place,Q84,,1885,Exact,1885,lsidyv3183ffca
14628938,|||,und,,"London, 1856.","London, 1856.",,Missing,London,Likely clean single place,Q84,,1856,Exact,1856,lsidyv39a0fa4a
14628941,|||,und,,"London, 1791.","London, 1791.",,Missing,London,Likely clean single place,Q84,,1791,Exact,1791,lsidyv317c9d98
14628947,|||,und,,"Richmond : R. W. Simpson, [1893.].","Richmond : R. W. Simpson, [1893.].",R. W. Simpson,Named publisher or ambiguous,Richmond,Likely clean single place,,,1893,Supplied,1893,lsidyv39534d3f
14628950,|||,und,,[1890.],[1890.],,Missing,,Missing,,,1890,Supplied,1890,lsidyv31856a87
14628951,|||,und,,"London : Harrison & Sons, [1875.].","London : Harrison & Sons, [1875.].",Harrison & Sons,Named publisher or ambiguous,London,Likely clean single place,Q84,,1875,Supplied,1875,lsidyv398f4d41
14628953,|||,und,,"Karachi : Jamshed & Co., 1892.","Karachi : Jamshed & Co., 1892.",Jamshed & Co.,Named publisher or ambiguous,Karachi,Likely clean single place,,,1892,Exact,1892,lsidyv318afd8d
14628955,|||,und,,"York : A. Bartholoman, [1805.].","York : A. Bartholoman, [1805.].",A. Bartholoman,Named publisher or ambiguous,York,Likely clean single place,,,1805,Supplied,1805,lsidyv3964dd68
14628964,|||,und,,"London, 1792.","London, 1792.",,Missing,London,Likely clean single place,Q84,,1792,Exact,1792,lsidyv398c9cda
